,Регион,Год,Число больничных коек,Мощность амбулаторно-поликлинических организаций,Численность врачей всех специальностей,Численность среднего медицинского персонала,Заболеваемость на 1000 человек населения,Среднедушевые денежные доходы населения,Смертность населения в трудоспособном возрасте,Число предприятий и организаций,Выбросы загрязняющих веществ в атмосферный воздух,Улавливание загрязняющих атмосферу веществ,Сброс загрязненных сточных вод в поверхностные водные объекты,Средняя продолжительность жизни
11,Смоленская область,2011,109.2,270.4,60.0,110.25,756.9,15969.0,753.1,25728.0,48.0,91.0,68.0,68.12
97,Смоленская область,2012,108.7,276.3,54.9,110.25,738.7,18305.0,693.4,25363.0,46.0,89.0,67.0,68.49
183,Смоленская область,2013,107.9,282.7,54.8,107.0,757.9,19982.0,685.3,26407.0,59.0,102.0,62.0,68.9
269,Смоленская область,2014,99.5,280.3,54.5,106.8,719.0,21788.0,689.7,27041.0,53.0,107.0,58.0,69.44
74,Смоленская область,2015,98.5,281.4,50.1,106.0,685.6,23653.0,661.5,27754.0,59.0,107.0,58.0,69.74
355,Смоленская область,2016,97.1,287.5,50.9,105.1,722.4,24475.0,644.0,28339.0,58.0,112.0,59.0,69.98
441,Смоленская область,2017,95.1,296.2,52.1,104.4,723.7,25398.0,585.6,28220.0,62.0,113.0,59.0,71.14
75,Смоленская область,2019,94.7,302.5,51.6,101.9,702.3,27485.0,563.4,27251.0,53.0,103.0,46.0,71.89
76,Смоленская область,2020,94.4,303.8,51.0,99.9,686.3,28256.0,670.6,25002.0,58.0,259.0,45.0,70.1
77,Смоленская область,2021,94.3,308.6,50.7,97.6,750.8,30731.0,763.2,24211.0,55.0,215.0,43.0,68.0
246,Ставропольский край,2005,88.6,177.7,44.9,90.5,495.2,5117.0,612.5,21857.0,75.0,72.0,220.0,67.76
247,Ставропольский край,2010,77.8,196.2,39.5,92.2,527.9,13016.0,474.4,21857.0,66.0,68.0,144.0,71.01
43,Ставропольский край,2011,76.4,192.2,44.7,110.25,579.2,14440.0,450.1,57275.0,68.0,59.0,138.0,71.57
129,Ставропольский край,2012,77.2,213.9,44.8,110.25,586.1,17088.0,414.8,56566.0,69.0,61.0,131.0,72.15
215,Ставропольский край,2013,77.6,196.5,42.3,97.0,599.2,19768.0,399.9,56566.0,75.0,66.0,133.0,72.75
301,Ставропольский край,2014,80.9,204.9,43.3,96.6,571.1,21590.0,412.9,56790.0,79.0,65.0,132.0,72.75
248,Ставропольский край,2015,80.2,203.6,41.3,97.0,560.2,21244.0,390.3,21857.0,85.0,61.0,123.0,73.36
387,Ставропольский край,2016,80.1,203.6,42.6,98.2,591.4,22460.0,402.2,57598.0,88.0,64.0,125.0,73.4
473,Ставропольский край,2017,80.6,213.6,43.2,98.5,598.1,23403.0,369.7,57598.0,95.0,61.0,125.0,74.19
249,Ставропольский край,2019,81.9,246.2,44.2,100.4,682.0,24393.0,357.9,21857.0,102.0,78.0,159.0,74.66
250,Ставропольский край,2020,89.4,234.4,46.1,102.3,710.3,24187.0,420.8,21857.0,110.0,64.0,165.0,73.2
251,Ставропольский край,2021,82.4,246.4,46.7,103.2,827.6,26190.0,473.3,21857.0,124.0,69.0,116.0,71.66
78,Тамбовская область,2005,122.4,242.8,33.7,109.8,726.6,5292.0,867.3,16216.0,27.0,10.0,59.0,65.61
79,Тамбовская область,2010,100.3,250.5,34.0,107.3,706.2,13631.0,678.9,19063.0,46.0,10.0,13.0,69.22
12,Тамбовская область,2011,92.8,257.4,33.9,110.25,673.9,15151.0,625.8,17926.0,48.0,11.0,9.2,70.18
98,Тамбовская область,2012,92.4,259.8,34.2,110.25,661.9,17449.0,605.3,17724.0,52.0,12.0,42.0,70.67
184,Тамбовская область,2013,87.3,261.7,34.5,107.2,639.8,19834.0,604.6,17924.0,54.0,12.0,39.0,70.93
270,Тамбовская область,2014,82.4,263.6,34.6,102.9,645.8,22377.0,594.2,17908.0,45.0,15.0,38.0,71.11
80,Тамбовская область,2015,81.6,268.1,35.8,109.4,646.8,24865.0,564.4,18414.0,56.0,18.0,41.0,71.67
356,Тамбовская область,2016,80.6,273.3,37.0,109.8,652.6,25975.0,555.8,18345.0,56.0,18.0,41.0,72.11
442,Тамбовская область,2017,76.7,276.3,37.7,108.9,632.0,25938.0,497.6,17833.0,63.0,15.0,45.0,73.21
81,Тамбовская область,2019,76.1,289.0,40.3,110.6,614.5,28154.0,495.3,16022.0,73.0,14.0,43.0,73.56
82,Тамбовская область,2020,73.9,295.5,42.4,112.1,624.9,27892.0,586.4,15057.0,69.0,13.0,41.0,71.78
83,Тамбовская область,2021,74.9,296.5,45.1,115.0,718.9,30241.0,666.2,14114.0,68.0,12.0,43.0,69.88
84,Тверская область,2005,124.8,202.2,51.6,106.4,747.7,5606.0,1192.3,21857.0,43.0,19.0,79.0,61.55
85,Тверская область,2010,108.4,209.9,53.1,104.5,833.8,13873.0,879.0,21857.0,60.0,30.0,99.0,65.9
13,Тверская область,2011,106.7,218.3,54.6,110.25,875.4,14943.0,820.5,37768.0,67.0,23.0,93.0,67.02
99,Тверская область,2012,105.6,220.7,53.7,110.25,920.6,17282.0,747.8,35291.0,63.0,24.0,90.0,67.86
185,Тверская область,2013,100.5,223.6,47.5,103.2,903.8,19106.0,736.3,35614.0,60.0,19.0,90.0,68.13
271,Тверская область,2014,97.8,225.8,47.7,102.5,881.1,20602.0,748.9,36127.0,69.0,28.0,86.0,68.43
86,Тверская область,2015,95.3,219.6,43.4,101.2,903.1,23672.0,723.3,21857.0,60.0,28.0,84.0,69.1
357,Тверская область,2016,93.9,222.0,44.1,101.0,868.3,23907.0,703.6,35462.0,63.0,25.0,78.0,69.24
443,Тверская область,2017,93.4,228.2,45.7,101.7,878.3,24077.0,636.0,34273.0,74.0,67.0,78.0,70.45
87,Тверская область,2019,92.4,242.3,45.4,96.9,867.3,27212.0,598.4,21857.0,67.0,53.0,68.0,71.24
88,Тверская область,2020,92.0,239.9,45.9,94.2,822.9,27692.0,693.1,21857.0,97.0,51.0,66.0,69.76
89,Тверская область,2021,93.7,245.0,46.8,95.2,933.7,30528.0,807.5,21857.0,63.0,160.0,73.0,67.87
426,Томская область,2005,125.0,278.9,67.3,109.2,799.1,8142.0,788.7,32941.0,281.0,247.0,12.0,65.11
427,Томская область,2010,113.5,266.2,69.1,101.8,679.2,15070.0,619.5,33327.0,345.0,406.0,14.0,68.83
76,Томская область,2011,114.5,259.2,70.1,110.25,813.6,16516.0,586.3,33327.0,379.0,352.0,26.0,69.53
162,Томская область,2012,112.6,267.9,61.9,110.25,708.7,18027.0,558.4,33327.0,323.0,325.0,24.0,70.07
248,Томская область,2013,112.1,267.0,61.1,103.8,722.9,20430.0,560.0,34005.0,306.0,285.0,27.0,70.33
334,Томская область,2014,105.2,248.9,61.2,103.6,680.9,21549.0,562.0,34005.0,290.0,310.0,26.0,70.67
428,Томская область,2015,105.3,239.3,53.5,105.6,713.3,26827.0,539.4,36267.0,293.0,224.0,24.0,71.25
420,Томская область,2016,103.8,246.5,54.8,106.5,706.6,24326.0,513.2,34987.0,301.0,197.0,23.0,71.66
506,Томская область,2017,102.5,249.6,55.7,104.1,714.5,24457.0,494.1,35800.0,263.0,85.0,23.0,72.02
429,Томская область,2019,96.0,277.1,56.4,99.5,719.3,28381.0,467.8,27211.0,225.0,203.0,214.0,72.85
430,Томская область,2020,90.3,229.4,53.1,88.7,656.0,28871.0,528.9,26208.0,177.0,192.0,181.0,71.17
431,Томская область,2021,100.3,256.7,59.3,98.8,671.4,30976.0,570.1,24604.0,178.0,123.0,182.0,69.7
90,Тульская область,2005,138.4,229.2,33.9,114.7,737.3,4988.0,1128.8,35768.0,148.0,425.0,252.0,62.97
91,Тульская область,2010,106.2,244.2,33.1,102.8,726.6,15349.0,811.4,37821.0,167.0,597.0,196.0,67.11
14,Тульская область,2011,95.4,246.4,33.8,110.25,712.8,16975.0,731.6,37591.0,193.0,667.0,187.0,68.63
100,Тульская область,2012,90.0,247.8,33.7,110.25,707.3,19340.0,719.5,37220.0,198.0,622.0,185.0,68.86
186,Тульская область,2013,87.0,248.1,33.6,100.4,720.3,20903.0,682.1,36942.0,181.0,568.0,187.0,69.41
272,Тульская область,2014,87.3,249.4,34.6,101.5,718.6,23040.0,674.7,35213.0,181.0,525.0,171.0,69.63
92,Тульская область,2015,87.2,252.5,35.2,101.1,719.7,25460.0,660.0,35991.0,149.0,494.0,164.0,70.06
358,Тульская область,2016,85.8,258.2,36.2,102.0,723.3,27432.0,629.0,36939.0,142.0,654.0,161.0,70.56
444,Тульская область,2017,86.4,261.5,37.0,101.5,717.0,27774.0,589.3,35360.0,120.0,403.0,160.0,71.18
93,Тульская область,2019,88.4,272.5,38.5,100.7,727.7,28561.0,559.6,31459.0,107.0,727.0,154.0,72.21
94,Тульская область,2020,86.1,274.1,39.9,100.6,741.7,29396.0,665.7,27483.0,119.0,615.0,152.0,70.2
95,Тульская область,2021,87.3,276.3,41.1,98.4,813.9,32131.0,723.9,25721.0,116.0,424.0,135.0,68.97
60,Тюменская область,2011,82.0,271.1,53.8,110.25,848.0,30706.0,519.3,96928.0,3293.0,41.0,183.0,70.45
146,Тюменская область,2012,79.7,262.9,51.0,110.25,846.3,33473.0,502.5,96928.0,3520.0,53.0,167.0,70.8
232,Тюменская область,2013,78.7,262.0,51.7,126.3,862.3,36399.0,487.7,96747.0,2751.0,65.0,184.0,71.35
318,Тюменская область,2014,76.5,262.0,51.3,126.2,821.3,38523.0,497.7,96747.0,2181.0,78.0,656.0,71.5
404,Тюменская область,2016,74.5,263.1,51.4,131.1,835.9,41312.0,459.7,95455.0,2292.0,159.0,1009.0,72.33
490,Тюменская область,2017,73.0,261.0,54.3,133.7,832.1,42082.0,431.2,99147.0,2336.0,189.0,202.0,73.1
360,Тюменская область без автономных округов,2005,91.6,277.70061855670104,47.729278350515465,108.7,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,32.0,166.34758771929825,69.34333333333335
361,Тюменская область без автономных округов,2010,76.8,277.70061855670104,47.729278350515465,102.8,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,36.0,166.34758771929825,69.34333333333335
63,Тюменская область без автономных округов,2011,73.8,300.3,52.4,110.25,648.1,23687.0,603.4,45021.0,106.0,35.0,87.0,69.41
149,Тюменская область без автономных округов,2012,70.4,305.7,50.2,110.25,654.0,23687.0,592.0,45021.0,110.0,50.0,87.0,69.45
235,Тюменская область без автономных округов,2013,74.0,303.9,51.4,103.9,648.6,24731.0,573.4,44958.0,134.0,63.0,87.0,70.14
321,Тюменская область без автономных округов,2014,72.2,297.3,50.7,103.6,638.0,26509.0,575.5,44958.0,134.0,76.0,87.0,70.32
362,Тюменская область без автономных округов,2015,69.3,277.70061855670104,47.729278350515465,105.4,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,157.0,166.34758771929825,69.34333333333335
407,Тюменская область без автономных округов,2016,68.9,286.3,49.8,105.0,637.0,28033.0,536.9,44389.0,114.0,152.0,87.0,71.03
493,Тюменская область без автономных округов,2017,68.1,288.2,52.0,106.3,620.6,28325.0,495.6,46445.0,138.0,179.0,87.0,72.06
363,Тюменская область без автономных округов,2019,68.1,277.70061855670104,47.729278350515465,109.6,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,161.0,166.34758771929825,69.34333333333335
364,Тюменская область без автономных округов,2020,70.5,277.70061855670104,47.729278350515465,110.7,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,184.0,166.34758771929825,69.34333333333335
365,Тюменская область без автономных округов,2021,75.4,277.70061855670104,47.729278350515465,109.9,803.828716904277,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,166.0,166.34758771929825,69.34333333333335
276,Удмуртская Республика,2005,125.1,260.2,56.9,125.4,893.7,4657.0,870.1,21857.0,143.0,35.0,28.0,64.43
277,Удмуртская Республика,2010,102.0,278.5,58.5,122.2,958.0,12984.0,696.2,21857.0,101.0,18.0,105.0,68.1
48,Удмуртская Республика,2011,97.9,273.5,58.2,110.25,947.7,14452.0,667.5,37188.0,104.0,20.0,127.0,68.88
134,Удмуртская Республика,2012,99.6,279.4,54.9,110.25,919.0,16694.0,611.6,34664.0,172.0,11.0,117.0,69.73
220,Удмуртская Республика,2013,98.9,280.7,53.9,119.3,942.2,18660.0,622.2,34664.0,172.0,41.0,112.0,69.92
306,Удмуртская Республика,2014,99.9,280.0,53.7,117.8,945.4,21197.0,633.4,35478.0,176.0,89.0,116.0,70.03
278,Удмуртская Республика,2015,92.8,278.4,55.3,129.0,968.2,24255.0,606.5,21857.0,148.0,75.0,133.0,70.46
392,Удмуртская Республика,2016,84.2,302.9,49.5,113.8,991.0,23883.0,593.9,37409.0,147.0,173.0,109.0,70.86
478,Удмуртская Республика,2017,81.2,274.9,51.0,107.6,995.0,23925.0,531.7,37409.0,139.0,144.0,86.0,72.06
279,Удмуртская Республика,2019,74.5,325.2,49.6,101.6,913.3,25066.0,505.4,21857.0,197.0,69.0,93.0,72.8
280,Удмуртская Республика,2020,76.7,346.4,51.2,101.8,851.7,25460.0,584.4,21857.0,131.0,88.0,77.0,71.03
281,Удмуртская Республика,2021,78.0,306.6,52.3,100.1,911.9,27650.0,622.1,21857.0,145.0,92.0,75.0,69.99
330,Ульяновская область,2005,96.4,245.0,35.5,129.3,858.5,4576.0,822.4,27680.0,35.0,182.0,115.0,65.38
331,Ульяновская область,2010,91.6,251.3,36.2,127.8,895.0,13132.0,682.9,28767.0,39.0,172.0,111.0,68.54
57,Ульяновская область,2011,92.1,249.8,36.8,110.25,946.1,14312.0,629.3,28767.0,42.0,199.0,115.0,69.5
143,Ульяновская область,2012,91.0,250.4,37.1,110.25,969.0,16375.0,576.8,28529.0,34.0,71.0,110.0,70.62
229,Ульяновская область,2013,92.2,263.8,38.8,127.7,914.8,18580.0,588.7,28529.0,38.0,79.0,105.0,70.5
315,Ульяновская область,2014,90.2,262.0,40.0,128.6,853.0,21541.0,615.7,28584.0,34.0,86.0,100.0,70.37
332,Ульяновская область,2015,84.7,263.2,39.0,127.3,891.7,22711.0,631.2,29824.0,33.0,82.0,122.0,70.46
401,Ульяновская область,2016,82.0,267.4,40.0,126.4,872.4,22485.0,608.7,29015.0,33.0,86.0,125.0,70.97
487,Ульяновская область,2017,82.0,276.8,41.3,125.0,876.4,23133.0,520.3,29015.0,34.0,79.0,101.0,72.34
333,Ульяновская область,2019,78.7,289.3,42.5,125.0,783.7,23710.0,522.6,25428.0,28.0,22.0,94.0,72.96
334,Ульяновская область,2020,81.2,287.9,43.0,123.2,747.7,24596.0,604.9,23783.0,31.0,18.0,89.0,70.98
335,Ульяновская область,2021,81.2,291.0,42.3,120.6,848.5,26849.0,725.7,22591.0,31.0,18.0,91.0,69.05
462,Хабаровский край ,2005,110.6,265.4,60.5,104.9,713.8,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,61.72
463,Хабаровский край ,2010,97.3,272.8,61.1,103.8,736.4,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,65.68
80,Хабаровский край ,2011,102.6,283.1,63.5,110.25,732.0,23687.0,632.4,21857.0,94.5,147.0,87.0,66.0
166,Хабаровский край ,2012,102.1,290.1,59.8,110.25,729.6,23687.0,632.4,21857.0,94.5,147.0,87.0,67.13
252,Хабаровский край ,2013,99.6,286.7,57.9,106.5,721.4,23687.0,632.4,21857.0,94.5,147.0,87.0,67.92
338,Хабаровский край ,2014,89.5,312.7,56.4,103.0,687.4,23687.0,632.4,21857.0,94.5,147.0,87.0,68.01
464,Хабаровский край ,2015,86.9,305.1,53.5,110.4,667.2,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.72
424,Хабаровский край ,2016,84.6,331.6,58.0,107.9,673.4,23687.0,632.4,21857.0,94.5,147.0,87.0,69.13
510,Хабаровский край ,2017,86.0,328.5,57.5,110.7,695.4,23687.0,632.4,21857.0,94.5,147.0,87.0,69.74
465,Хабаровский край ,2019,85.9,324.4,56.4,100.2,685.4,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,70.05
466,Хабаровский край ,2020,82.8,329.9,57.5,101.9,694.0,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,68.61
467,Хабаровский край ,2021,91.8,327.0,56.4,98.2,751.5,25860.23717948718,653.9928240740742,21857.0,210.9077922077922,549.6728888888889,166.34758771929825,67.85
348,Ханты-Мансийский автономный округ – Югра,2005,100.0,268.0,49.2,136.8,891.4,18115.0,653.9928240740742,21857.0,3024.0,13.0,31.0,69.34333333333335
349,Ханты-Мансийский автономный округ – Югра,2010,83.8,253.8,55.2,149.4,911.7,32385.0,653.9928240740742,21857.0,2129.0,6.0,55.0,69.34333333333335
61,Ханты-Мансийский автономный округ – Югра,2011,81.9,263.2,54.6,110.25,908.5,23687.0,632.4,21857.0,2353.0,6.0,87.0,70.91
147,Ханты-Мансийский автономный округ – Югра,2012,79.9,252.8,54.0,110.25,919.7,23687.0,632.4,21857.0,2430.0,3.0,87.0,71.79
233,Ханты-Мансийский автономный округ – Югра,2013,79.0,245.6,53.0,144.4,937.9,23687.0,632.4,21857.0,1866.0,2.0,87.0,72.23
319,Ханты-Мансийский автономный округ – Югра,2014,77.3,247.8,53.3,145.1,879.0,23687.0,632.4,21857.0,1467.0,1.0,87.0,72.27
350,Ханты-Мансийский автономный округ – Югра,2015,78.4,244.3,53.4,154.5,883.7,46221.0,653.9928240740742,21857.0,1388.0,1.0,463.0,69.34333333333335
405,Ханты-Мансийский автономный округ – Югра,2016,77.1,246.8,53.2,151.8,901.4,23687.0,632.4,21857.0,1428.0,7.0,87.0,73.5
491,Ханты-Мансийский автономный округ – Югра,2017,75.8,241.2,56.1,153.8,895.1,23687.0,632.4,21857.0,1412.0,10.0,87.0,73.87
351,Ханты-Мансийский автономный округ – Югра,2019,73.8,245.8,57.3,143.1,900.6,53493.0,653.9928240740742,21857.0,1270.0,225.0,83.0,69.34333333333335
352,Ханты-Мансийский автономный округ – Югра,2020,72.7,249.6,57.5,141.7,845.7,54588.0,653.9928240740742,21857.0,1142.0,239.0,94.0,69.34333333333335
353,Ханты-Мансийский автономный округ – Югра,2021,74.2,269.4,58.7,142.0,931.2,57012.0,653.9928240740742,21857.0,1231.0,244.0,86.0,69.34333333333335
366,Челябинская область,2005,120.1,277.1,40.5,107.7,756.9,6554.0,881.0,91972.0,880.0,4363.0,660.0,64.76
367,Челябинская область,2010,94.0,288.6,43.0,106.7,870.7,16821.0,667.8,105507.0,749.0,4695.0,845.0,68.41
64,Челябинская область,2011,97.8,293.2,43.9,110.25,890.0,18460.0,656.8,105507.0,694.0,3888.0,836.0,68.79
150,Челябинская область,2012,93.1,295.2,41.8,110.25,881.9,19816.0,640.1,105507.0,678.0,3873.0,744.0,68.97
236,Челябинская область,2013,87.9,294.9,41.8,105.2,876.1,21888.0,623.4,105182.0,667.0,3794.0,713.0,69.52
322,Челябинская область,2014,79.6,299.1,42.5,104.2,873.3,23157.0,633.3,105182.0,653.0,3442.0,679.0,69.71
368,Челябинская область,2015,76.2,298.5,39.4,105.7,862.3,24654.0,641.5,113979.0,627.0,3136.0,725.0,69.9
408,Челябинская область,2016,76.1,300.9,40.3,104.2,884.1,23473.0,607.7,105215.0,597.0,3284.0,693.0,70.5
494,Челябинская область,2017,74.9,315.5,42.5,102.0,883.9,23397.0,543.6,108316.0,533.0,2977.0,691.0,71.53
369,Челябинская область,2019,73.9,324.0,42.3,98.3,876.7,25432.0,539.6,80405.0,493.0,2131.0,230.0,72.08
370,Челябинская область,2020,79.9,327.1,42.4,96.9,887.6,26647.0,610.1,75723.0,457.0,1871.0,211.0,70.29
371,Челябинская область,2021,79.4,339.0,42.6,96.5,963.3,29498.0,653.5,72961.0,467.0,2864.0,279.0,69.16
240,Чеченская Республика ,2005,65.13999999999999,186.66000000000005,29.94,110.96280487804876,461.7600000000001,25860.23717948718,293.8,7277.0,58.0,0.0,166.34758771929825,72.07
241,Чеченская Республика ,2010,82.5,191.5,28.3,110.96280487804876,493.1,25860.23717948718,270.3,10108.0,25.0,0.0,166.34758771929825,71.55
42,Чеченская Республика ,2011,74.0,200.2,26.8,110.25,571.4,23687.0,247.4,10108.0,20.0,0.0,87.0,72.13
128,Чеченская Республика ,2012,75.6,217.4,26.3,110.25,589.1,23687.0,232.3,10430.0,19.0,147.0,87.0,71.88
214,Чеченская Республика ,2013,74.2,184.5,27.0,110.25,637.5,23687.0,219.7,10430.0,21.0,1.0,87.0,73.2
300,Чеченская Республика ,2014,63.4,184.6,26.5,110.25,629.7,23687.0,231.8,10289.0,31.0,1.0,87.0,73.06
242,Чеченская Республика ,2015,61.6,183.6,27.0,110.96280487804876,604.7,25860.23717948718,224.4,9876.0,21.0,1.0,166.34758771929825,73.45
386,Чеченская Республика ,2016,60.5,180.0,28.1,110.25,517.7,23687.0,197.8,9836.0,21.0,1.0,87.0,74.2
472,Чеченская Республика ,2017,56.8,177.0,28.0,110.25,501.8,23687.0,185.6,9836.0,15.0,1.0,87.0,74.84
243,Чеченская Республика ,2019,57.3,192.8,29.4,110.96280487804876,395.7,25860.23717948718,164.6,10178.0,16.0,1.0,166.34758771929825,75.88
244,Чеченская Республика ,2020,62.9,181.2,32.2,110.96280487804876,309.0,25860.23717948718,232.7,9515.0,16.0,1.0,166.34758771929825,72.11
245,Чеченская Республика ,2021,61.4,184.2,32.8,110.96280487804876,506.3,25860.23717948718,220.7,9511.0,16.0,0.6,166.34758771929825,73.0
282,Чувашская Республика,2005,112.2,296.1,47.6,118.5,858.6,3958.0,757.0,22464.0,38.0,44.0,121.0,66.34
283,Чувашская Республика,2010,89.4,300.8,47.6,114.9,936.9,11066.0,674.1,23904.0,31.0,14.0,86.0,68.54
49,Чувашская Республика,2011,88.6,305.9,48.9,110.25,996.9,12083.0,639.2,23904.0,28.0,11.0,10.0,69.66
135,Чувашская Республика,2012,87.6,311.2,48.7,110.25,1006.4,13759.0,601.9,23115.0,33.0,10.0,11.0,70.31
221,Чувашская Республика,2013,88.3,313.3,49.1,114.2,1039.2,15264.0,595.3,23115.0,29.0,9.0,10.0,70.79
307,Чувашская Республика,2014,85.4,313.8,48.6,111.2,1019.0,16681.0,626.1,23710.0,36.0,13.0,9.0,70.62
284,Чувашская Республика,2015,83.7,324.1,49.3,114.0,983.4,18141.0,588.1,26017.0,27.0,12.0,37.0,71.35
393,Чувашская Республика,2016,83.4,324.7,49.3,112.9,934.2,17877.0,576.4,24677.0,25.0,9.0,37.0,71.52
479,Чувашская Республика,2017,82.6,331.6,49.7,112.0,917.1,17892.0,512.8,24677.0,43.0,9.0,33.0,72.73
285,Чувашская Республика,2019,81.3,338.2,49.5,108.7,864.7,20162.0,506.3,22051.0,37.0,7.0,73.0,73.44
286,Чувашская Республика,2020,85.5,345.4,50.6,107.6,828.1,21164.0,620.0,20523.0,25.0,7.0,58.0,71.03
287,Чувашская Республика,2021,81.4,350.4,51.6,107.5,881.0,23619.0,663.6,20124.0,27.0,8.0,59.0,69.99
492,Чукотский автономный округ,2005,241.8,581.8,78.8,143.5,1189.1,19669.0,1030.1,1881.0,32.0,38.0,4.3,58.48
493,Чукотский автономный округ,2010,171.2,504.3,76.7,160.9,1213.5,38147.0,1328.4,1356.0,22.0,30.0,5.0,57.49
85,Чукотский автономный округ,2011,147.7,495.6,76.5,110.25,1246.8,43049.0,1010.6,1356.0,22.0,29.0,5.0,61.58
171,Чукотский автономный округ,2012,141.8,497.6,73.1,110.25,1172.5,48533.0,1053.2,1356.0,21.0,29.0,5.0,60.79
257,Чукотский автономный округ,2013,148.9,483.6,73.8,151.1,1122.8,52695.0,987.6,1309.0,21.0,30.0,5.0,62.11
343,Чукотский автономный округ,2014,152.0,483.8,65.5,143.1,1025.2,57310.0,953.4,1309.0,18.0,27.0,5.0,62.32
494,Чукотский автономный округ,2015,149.3,486.5,65.0,144.1,1076.3,63308.0,865.8,1143.0,21.0,30.0,4.1,64.16
429,Чукотский автономный округ,2016,131.1,489.7,69.4,143.9,1289.4,65679.0,827.0,1300.0,21.0,26.0,3.0,64.42
515,Чукотский автономный округ,2017,133.1,507.6,74.8,148.5,1342.9,70904.0,822.7,1222.0,20.0,26.0,3.0,66.1
495,Чукотский автономный округ,2019,126.9,476.5,71.0,140.8,1149.2,83385.0,801.3,1096.0,18.0,23.0,3.0,68.09
496,Чукотский автономный округ,2020,128.8,487.6,73.7,142.5,1182.2,89548.0,853.2,1113.0,17.0,21.0,2.9,65.82
497,Чукотский автономный округ,2021,129.1,467.4,74.1,142.9,1189.2,99905.0,453.7,1100.0,18.0,17.0,2.9,64.87
354,Ямало-Ненецкий автономный округ,2005,116.0,243.9,53.0,141.5,1178.0,22231.0,653.9928240740742,12292.0,1071.0,0.1,31.0,69.34333333333335
355,Ямало-Ненецкий автономный округ,2010,99.6,206.5,51.2,139.5,1151.5,43367.0,653.9928240740742,12033.0,886.0,1.0,44.0,69.34333333333335
62,Ямало-Ненецкий автономный округ,2011,97.8,209.1,48.7,110.25,1180.7,46785.0,458.2,12033.0,834.0,0.1,39.0,70.16
148,Ямало-Ненецкий автономный округ,2012,93.8,194.5,48.1,110.25,1122.1,52585.0,443.1,12033.0,980.0,0.0,34.0,70.66
234,Ямало-Ненецкий автономный округ,2013,90.1,201.1,49.1,131.0,1191.9,58040.0,420.6,11412.0,751.0,0.1,25.0,71.23
320,Ямало-Ненецкий автономный округ,2014,85.3,211.1,47.2,129.6,1132.1,61252.0,437.1,11412.0,580.0,1.0,22.0,71.92
356,Ямало-Ненецкий автономный округ,2015,86.3,242.1,50.3,140.7,1096.9,67624.0,653.9928240740742,11849.0,632.0,0.4,23.0,69.34333333333335
406,Ямало-Ненецкий автономный округ,2016,82.0,249.1,50.5,139.9,1180.4,68971.0,424.6,11440.0,749.0,0.3,32.0,72.13
492,Ямало-Ненецкий автономный округ,2017,78.0,246.0,54.9,148.2,1224.4,71705.0,381.2,11690.0,786.0,0.3,31.0,73.53
357,Ямало-Ненецкий автономный округ,2019,75.9,248.0,56.7,144.7,1291.9,84273.0,653.9928240740742,9308.0,763.0,0.2,29.0,69.34333333333335
358,Ямало-Ненецкий автономный округ,2020,75.9,251.9,61.0,148.9,1249.4,90130.0,653.9928240740742,8728.0,878.0,0.2,29.0,69.34333333333335
359,Ямало-Ненецкий автономный округ,2021,76.8,251.1,62.1,151.0,1308.4,96814.0,653.9928240740742,8252.0,949.0,1.0,29.0,69.34333333333335
96,Ярославская область,2005,131.2,257.0,58.1,110.4,902.6,6321.0,1031.0,21857.0,93.0,60.0,287.0,63.93
97,Ярославская область,2010,115.2,273.3,62.9,109.0,906.6,14491.0,714.2,21857.0,81.0,53.0,240.0,68.39
15,Ярославская область,2011,109.4,274.2,65.8,110.25,896.8,15509.0,639.2,45599.0,78.0,44.0,218.0,69.95
101,Ярославская область,2012,107.5,267.7,58.3,110.25,881.1,18605.0,632.2,46070.0,77.0,46.0,229.0,69.87
187,Ярославская область,2013,105.8,267.0,58.0,109.1,846.1,21127.0,601.6,45897.0,82.0,51.0,211.0,70.45
273,Ярославская область,2014,100.8,268.0,57.7,106.8,840.0,23876.0,611.1,45492.0,88.0,49.0,193.0,70.64
98,Ярославская область,2015,94.3,267.6,52.7,106.2,857.5,26613.0,585.1,21857.0,91.0,51.0,201.0,70.98
359,Ярославская область,2016,92.6,269.7,53.0,105.5,899.9,27825.0,580.1,47136.0,86.0,51.0,179.0,71.21
445,Ярославская область,2017,91.8,270.9,52.8,102.0,894.8,27625.0,537.4,45321.0,76.0,62.0,178.0,71.85
